# m1 q z
9.533628389920623647e+01 4.953066766887280759e-01 3.253942681274492599e-01
8.597166127895090426e+01 5.414441148468120968e-01 4.274236333540853972e-01
6.998981257936829081e+01 8.415523418588353177e-01 5.096652024208281340e-01
6.091890102205957191e+01 7.482545078338415090e-01 8.231590591638793253e-01
7.516095609396519706e+01 4.488594541382068814e-01 8.263218385250014064e-01
6.799434994411390676e+01 6.666900887505173845e-01 7.340090590903119994e-01
9.079217126394050297e+01 4.613761283408359670e-01 4.858256755071228561e-01
7.887562127974005932e+01 4.350108789132294262e-01 6.404073243840118224e-01
8.447387189850952893e+01 4.404168317557676793e-01 4.912728105993764416e-01
1.058248665377027891e+02 2.395207823489005905e-01 4.161753919426512405e-01
6.288100076746663802e+01 6.844204671696753062e-01 6.872681540925678068e-01
8.139287292062154222e+01 3.789559448889060489e-01 4.694434799781830314e-01
6.349926386195085115e+01 7.195293962587981929e-01 6.386584801993132610e-01
6.405515175065045241e+01 5.991271425050337385e-01 8.275343964141559372e-01
8.660857602812937728e+01 6.158339679414942536e-01 3.247940126178311404e-01
1.040242537809648127e+02 1.928912289994882123e-01 3.562373474812142171e-01
6.636898854385879076e+01 5.331229371803570816e-01 7.362292515434422091e-01
8.505658526495622596e+01 5.147785962915758518e-01 3.228396487236733226e-01
7.735858921341277039e+01 5.483679452682209687e-01 5.577488696326836637e-01
5.875465912257723744e+01 7.910576947265957060e-01 7.448960081125798327e-01
5.909835950658924020e+01 6.776556944306068031e-01 7.725681728060712627e-01
8.779261870386768862e+01 3.301576249813382713e-01 6.714685041323928960e-01
6.944053797049130594e+01 7.170676032781633236e-01 5.556917596704922246e-01
7.214618814277697822e+01 6.072650023149747112e-01 5.050355952494901546e-01
7.196129164458564276e+01 4.603628915411260292e-01 6.738888489650093350e-01
9.946356347877238591e+01 5.118106503271009355e-01 2.221214464245542808e-01
7.854628290552979308e+01 3.288079869788561038e-01 4.943289498606985299e-01
5.750032700544448971e+01 7.156097094420124094e-01 6.733938833506162291e-01
9.166023797499273940e+01 2.218280647406841444e-01 4.758318498687863496e-01
6.924626642178475322e+01 4.312651088295343937e-01 6.567023407019780823e-01
5.109014093780628230e+01 9.764988578417423959e-01 6.092859471164565610e-01
7.633954940503465991e+01 6.966807053697647856e-01 5.771950426203666940e-01
7.206926669963212362e+01 6.374322122851723282e-01 5.730494948860294091e-01
7.711756793137594457e+01 6.040351759181180613e-01 5.688297117619881549e-01
6.372646761907076751e+01 7.505128323302481252e-01 8.223732902545646262e-01
5.365841089664510832e+01 6.544606645205722772e-01 1.185833009414602568e+00
6.347674316455247379e+01 8.154566327157313221e-01 6.479390223239306357e-01
7.966041725191934120e+01 3.477508301737670116e-01 4.868352476546585206e-01
6.797615753917325776e+01 6.931831135819535028e-01 7.272634923046766842e-01
6.570109786752786363e+01 6.059583855167243183e-01 7.071072597611726129e-01
6.963065421357040918e+01 7.999584734641091988e-01 4.891992557412835341e-01
7.781248155708701120e+01 4.836265540001376539e-01 5.822290985648183037e-01
7.397313491245135708e+01 4.890674342153901177e-01 6.352022486332195017e-01
5.642314472377027101e+01 7.355994666709527730e-01 8.801907617456836697e-01
6.374413806196322696e+01 8.223946924841538664e-01 5.354265466625308667e-01
7.878731985118672299e+01 4.341070416598294957e-01 7.019863572843935140e-01
7.529110720688076697e+01 3.326938024582104525e-01 7.930933369746212547e-01
8.651164676515401197e+01 5.677879873150910583e-01 3.662086996271797790e-01
7.178121819148627480e+01 4.786483713381379235e-01 4.222958106126256106e-01
7.127209203731347031e+01 4.270148124244315113e-01 7.607840061491500938e-01
7.193186538512360073e+01 5.405243209435917073e-01 5.772375262250922789e-01
7.824164704745419385e+01 7.219874949680658016e-01 4.399348973293173981e-01
6.778107636374429035e+01 6.289062453759561855e-01 6.778365627610432043e-01
8.326630433335608927e+01 3.763552908202512648e-01 5.767512979548421459e-01
6.982622456328627436e+01 5.209712518773043088e-01 7.636108506658650930e-01
8.457309619274610668e+01 3.525827913332914010e-01 4.890837026494712081e-01
8.484647813847197995e+01 3.739396406788829674e-01 3.235310700983163312e-01
7.164977371348942370e+01 5.048606579260840332e-01 5.470927283768588500e-01
5.991507712197655877e+01 5.719899716824872193e-01 1.000961640406054176e+00
8.242009314546348264e+01 4.205490364940426273e-01 3.019446970571167954e-01
6.538286862052738968e+01 6.258680173457346063e-01 8.270491280746183893e-01
8.507434674826895105e+01 2.716484657010188597e-01 3.956319373564282094e-01
6.804127167217238537e+01 5.301045199101324101e-01 8.232189854024701825e-01
8.934550856376705497e+01 6.168520947609646976e-01 3.437989872944915981e-01
8.099482547073638727e+01 4.829752165563749311e-01 3.419631950776970686e-01
7.276348971161387169e+01 5.448466565036971243e-01 9.111345477867790477e-01
5.679857554121347363e+01 7.458339820149093580e-01 7.360824296646298892e-01
7.109688580849103801e+01 6.619946485296931415e-01 5.370550281909834966e-01
7.600765096871531057e+01 5.102874892332743828e-01 4.498584805593413005e-01
7.614323234480691838e+01 7.503215726848887490e-01 3.939965942956071276e-01
8.037134258217993477e+01 4.034291952439246209e-01 6.187749361640322299e-01
7.258004985283112376e+01 5.346101162878343915e-01 5.996543606841489016e-01
8.355846351607162603e+01 4.360653834639808824e-01 3.936091335683815085e-01
8.980828685508404874e+01 5.025801938419366399e-01 3.733212155566508206e-01
8.107535366574501268e+01 3.423332860570974523e-01 6.743356978375710797e-01
9.142788687216003041e+01 6.021857086424947658e-01 2.878269849800337843e-01
7.534544474178444773e+01 6.611282325772692703e-01 5.155452360670721434e-01
7.116729042222469559e+01 3.888073780031980342e-01 9.334199071270694592e-01
7.807302310977689785e+01 5.213953771193577946e-01 5.899617892967496946e-01
5.414103058279174263e+01 8.215310526988065520e-01 9.081485427047142345e-01
