# m1 q z
6.952282422672905682e+01 5.463110481608950408e-01 1.729921140859736195e-01
6.738151247950727907e+01 6.475838601292862595e-01 1.632974381299507616e-01
6.054557647485896865e+01 7.543142670362832369e-01 1.748235168869077816e-01
6.138845239603544002e+01 8.426168685554624727e-01 3.564696474744297183e-01
6.480080285982539579e+01 6.493403997425147844e-01 1.963401483774999401e-01
6.700884189944642344e+01 8.086193185572906339e-01 9.988998028639185789e-02
7.143348418299197533e+01 6.273549896095761413e-01 1.757455743889470567e-01
6.382199349883509853e+01 7.004740413358471196e-01 3.864557438769398168e-01
7.087446290128632143e+01 6.586646156348688885e-01 1.920599905874152968e-01
6.108237063183520377e+01 6.685247311617720234e-01 2.611724732683051720e-01
6.169017991684778934e+01 7.506227373903756606e-01 3.032689229194724390e-01
6.398181616994897070e+01 8.801018893032489521e-01 1.801287446683271232e-01
4.838940591517754797e+01 8.861892704161691281e-01 4.416633715294559503e-01
6.371030756233290049e+01 8.852988558309048406e-01 3.268306420527567480e-01
6.199154162802553003e+01 7.852188702020127531e-01 2.776129916147511145e-01
6.725965402099352275e+01 7.048520414730712336e-01 1.914157416034141801e-01
6.449096598144747361e+01 9.120100140694072932e-01 1.739382068961216332e-01
6.723855516206269556e+01 8.995642797818204084e-01 1.579177870859545529e-01
6.581722863746844610e+01 5.409261430407743543e-01 3.273349469928442113e-01
6.458243366971045418e+01 9.086847513955056410e-01 1.832935684151446865e-01
6.221161481903602919e+01 6.075626949635271057e-01 2.855588736458892773e-01
6.871279227598687100e+01 6.190349212085576314e-01 2.131302317301806692e-01
6.709085689233863548e+01 9.256150672181145955e-01 2.467068302441746408e-01
5.921039677198928075e+01 8.831765554472272850e-01 3.382298446248429014e-01
6.745431564499270394e+01 8.081491201954550396e-01 1.797181861954343374e-01
7.342535891262448899e+01 8.590191878537835057e-01 2.002750874383174284e-01
6.662026069094606839e+01 9.005411487386051350e-01 1.785348815311152415e-01
5.728591816459723418e+01 8.050475650067007161e-01 4.001946419915545783e-01
6.955072302980345000e+01 6.584238927663577101e-01 2.365618948283203515e-01
6.231430460794721427e+01 8.374383070852741140e-01 2.212991487609381747e-01
6.735411346412846001e+01 6.668019668006862632e-01 1.486160623439908568e-01
5.957966780538607310e+01 7.670335326596281478e-01 3.082233526664687195e-01
6.170207652798398357e+01 7.840023520269762125e-01 3.008075909824804439e-01
5.796257120612610692e+01 7.836140531889810301e-01 3.008673724037602137e-01
6.188485756938650439e+01 8.479358137977354160e-01 1.683853540609245580e-01
7.182946594121898443e+01 6.335157858260420660e-01 2.750031941555978188e-01
6.811264142881655914e+01 4.412977260217718078e-01 2.505846102198597825e-01
6.420019680182646482e+01 8.966995724107916788e-01 1.676651662660892383e-01
6.867788891846812760e+01 5.941137463584235112e-01 1.327092614378291846e-01
5.915643064737732715e+01 7.954136572580082776e-01 4.267901320686598443e-01
5.485980227137220311e+01 8.320837841640983390e-01 3.072362023106363083e-01
6.913414755691792379e+01 7.244282197412952318e-01 1.160963420127813645e-01
6.725817989910669326e+01 7.041472358085887340e-01 1.894596654629734644e-01
6.594875893105023579e+01 6.470501464843089190e-01 2.486931590730236952e-01
6.631331612487937832e+01 6.254944066365420996e-01 1.840559286280283868e-01
5.853947202506739700e+01 9.160152984933419562e-01 2.254836578461739405e-01
6.548704039287682122e+01 6.747999185925735999e-01 2.139009831529092853e-01
7.328688891480160805e+01 9.751214281347583279e-01 1.556806938613765623e-01
6.538951351408033474e+01 7.296335224124922414e-01 1.953885681935107477e-01
5.540706513570537339e+01 7.644522075988964271e-01 3.753876971502141946e-01
7.185460187894109652e+01 5.294987267179993573e-01 2.603550385223585839e-01
6.054033153760560282e+01 9.630427259378337990e-01 2.718620613418548659e-01
6.661899267874565567e+01 5.308570522212769927e-01 2.257555067335762777e-01
5.164014736185130516e+01 8.544172189814934759e-01 5.127235641107267261e-01
6.480854856818679366e+01 5.907527325304896548e-01 2.072688157245284324e-01
6.895753898051317776e+01 6.372700457949690422e-01 1.564771064093236352e-01
5.965321434737380457e+01 5.498242066214167334e-01 2.967812526362532677e-01
6.720606943106740516e+01 6.502740772323882812e-01 2.464961395184971371e-01
6.563453815581215167e+01 7.571494884742012710e-01 2.224399528064062437e-01
6.231161585840313677e+01 7.498422471601571271e-01 2.882462340774384901e-01
