# m1 q z
1.063323310067582028e+01 4.131112153500678397e-01 9.888412013250727495e-02
6.946291141854437079e+00 8.206932688068360182e-01 1.773508384528605097e-01
8.868938520496977063e+00 5.635761701992640926e-01 1.215027454539892027e-01
1.096437432706790460e+01 4.077865718639420156e-01 7.646406880348587121e-02
7.487334300349574256e+00 7.498365440765597523e-01 1.459132924783947682e-01
9.483890711528164985e+00 5.258056429128163956e-01 8.765909622527452705e-02
7.855424468677274064e+00 7.225691244921957912e-01 1.112417584571173124e-01
8.425912969949353126e+00 6.031976807860798262e-01 1.351189045164670199e-01
8.280043478851798255e+00 7.058035174513301868e-01 6.639290271268422083e-02
6.830573574413117299e+00 9.111761565246756511e-01 1.316191848009082010e-01
9.108762114221475414e+00 5.817497399115475476e-01 7.204943740421926313e-02
7.372657291046030181e+00 8.762054009081013950e-01 6.751481715534168870e-02
7.122451156247218584e+00 8.105842840967131258e-01 1.507227666715807712e-01
8.792781312707987240e+00 5.934058506470996086e-01 9.941904116602952313e-02
8.886132135584224656e+00 6.221329384726147493e-01 6.278778617093935810e-02
1.130490363633695949e+01 3.766254019699918909e-01 9.284142505111354915e-02
8.712544576947074404e+00 5.790723227748330038e-01 1.287453066261355639e-01
7.825953429201140565e+00 7.403040753876057867e-01 1.019087422400200560e-01
7.253910972899454634e+00 8.648661966978453686e-01 9.635588714995846349e-02
7.701648347759451951e+00 7.797468502764315357e-01 8.807841147900358214e-02
8.264585660457848704e+00 6.882520275321692971e-01 8.121590931697937610e-02
8.042383424908116751e+00 6.691197651905234078e-01 1.283544716227798255e-01
8.767100664828863188e+00 5.654831211542391545e-01 1.337177682781883481e-01
9.307364003591919399e+00 5.513912369593811924e-01 7.765238322355942635e-02
8.827372660146602712e+00 5.641932297330251034e-01 1.262370676706980055e-01
7.996196166119919901e+00 7.171164141214213528e-01 9.576947813321001757e-02
9.800467619932531349e+00 4.533774593689959276e-01 1.367636149668436663e-01
8.878357372542598824e+00 5.709514053305239090e-01 1.125214705309056512e-01
8.758704954966587408e+00 5.843807643822584996e-01 1.146840143831796555e-01
8.431436218595852239e+00 5.904169805040619945e-01 1.505927043133825083e-01
9.332021156219013847e+00 5.125654063995992438e-01 1.213003940766484989e-01
7.063764034387769897e+00 8.322579427958370912e-01 1.450479320408148143e-01
8.689421961663649441e+00 5.808462671365154373e-01 1.244252083862838476e-01
8.480880551619613072e+00 5.737415958074238986e-01 1.584819925477793379e-01
7.268014845701078031e+00 8.223349717080002952e-01 1.255908351423946911e-01
8.870022343090989025e+00 5.566269425297641904e-01 1.268336779089746513e-01
7.773244419222559820e+00 6.992087562321425143e-01 1.418655996523692508e-01
7.268229625368134883e+00 8.747409302936629549e-01 8.957718842006014148e-02
9.393197245557047381e+00 4.986273575636424038e-01 1.295690618035965080e-01
8.260751513840595806e+00 6.385839229305316778e-01 1.286723471077057535e-01
8.106260956247368199e+00 6.446689161710985605e-01 1.418619940758714115e-01
6.986452256785658399e+00 8.645100359409302326e-01 1.347927544054541849e-01
6.981578340622973222e+00 9.259477419544466237e-01 9.987445894860626228e-02
6.963936160643775963e+00 8.785765690780797943e-01 1.343759359318590363e-01
7.725283514043922217e+00 7.525686491637101350e-01 1.013506992374735988e-01
1.004777041041854702e+01 4.552470133024265064e-01 1.079852091819696880e-01
8.914714391324453757e+00 5.137199174250498546e-01 1.687032856755500410e-01
9.523927239092719432e+00 5.268260829325978056e-01 8.118308146387491486e-02
1.048748766078025518e+01 4.157578777477913268e-01 1.127598312837262695e-01
9.885212910887412718e+00 4.450582281259589656e-01 1.392337323960610440e-01
8.808604026555226341e+00 5.503944443093813366e-01 1.440626652780801487e-01
9.556758334883101114e+00 5.195766563000225879e-01 8.931414138634700961e-02
7.333956741864157358e+00 8.672422083242350421e-01 8.116778965136538238e-02
6.990956824328856456e+00 8.684788232665322516e-01 1.354495957371399939e-01
8.447516802204159347e+00 6.192588128242775269e-01 1.165124758957599982e-01
8.874565479224202136e+00 6.047886687307981735e-01 7.947237782254232275e-02
6.838917280138812060e+00 9.553835223523116094e-01 1.023179095751520495e-01
8.984086256289341321e+00 5.693116735595056266e-01 1.000681558551701905e-01
7.762630381050600548e+00 7.081966064355629253e-01 1.324342482490147577e-01
