# m1 q z
3.452262973261391465e+01 9.744121110666984498e-01 2.818257714404710512e-01
4.221013982421346356e+01 5.791730531634093904e-01 2.313863767327117849e-01
5.446005585275242566e+01 4.094702748033393069e-01 3.736380522873697929e-01
4.000157118787292632e+01 7.666335673572484133e-01 1.902681644696525010e-01
3.260528774054610324e+01 9.069623807894700018e-01 2.541232316750470233e-01
4.084047108107690605e+01 7.287401811237236293e-01 3.226619508836482964e-01
4.065445611344734544e+01 7.760623873339379530e-01 2.441089712939778777e-01
3.598878651662288775e+01 7.676089592325820998e-01 3.662106174669872982e-01
4.231821793357990913e+01 4.628967894307292608e-01 2.395739809337793513e-01
3.634934417713976273e+01 7.769228460992093632e-01 2.708755382001830081e-01
5.015242833590256311e+01 4.324152333496512624e-01 3.261745408895028175e-01
4.760727784414822139e+01 4.049625247039417286e-01 2.553033715219364952e-01
3.933368656641965089e+01 9.381767150941776601e-01 2.087997307621102805e-01
3.674779451605264313e+01 8.824208129548342106e-01 3.096186360970628049e-01
4.325024917688290316e+01 5.273820025295251623e-01 2.789835822016250577e-01
3.820596000147332205e+01 6.694043398315754345e-01 2.987365874913962549e-01
4.015630402495444429e+01 8.636483808020335440e-01 2.795505998989414875e-01
4.665801248724338279e+01 5.960990579593692384e-01 2.333031472138843432e-01
3.426895165566629942e+01 9.423404760261518964e-01 2.907023752069421985e-01
4.434530686902691343e+01 7.996402342474152602e-01 3.415157405863298301e-01
4.070270666121630398e+01 8.455556428568592464e-01 3.787298080874078043e-01
4.648108878710393554e+01 6.228320671554354870e-01 2.559571616007417783e-01
3.136527797055317635e+01 8.024032285558265754e-01 2.832818880455887922e-01
3.462117497613110118e+01 9.624158673626229676e-01 3.761033126357997691e-01
4.318753004565340348e+01 6.486669127314202976e-01 2.551355419418686044e-01
3.893455202440294016e+01 6.546065776995831920e-01 1.476998300807168540e-01
5.482137093684314522e+01 4.522059643388526839e-01 1.683697369822980128e-01
3.933460815642751385e+01 5.134263049904355114e-01 3.308394336924249113e-01
3.617904543240482695e+01 9.713643899002755155e-01 3.700058767769162649e-01
4.761948179028934192e+01 6.267283416514277672e-01 2.644089941899636642e-01
3.888198159604413462e+01 8.202219138174354773e-01 3.343558216741918665e-01
5.047099126208745901e+01 5.609786559813872975e-01 2.891919739157106095e-01
5.395041496535586134e+01 4.030840909868562694e-01 2.981510015818062409e-01
4.590472823250654244e+01 5.907464164175115773e-01 7.372908404760664114e-02
3.814667571897713572e+01 8.857001660563145196e-01 3.342082295830818284e-01
3.653649845530027562e+01 7.288498712531519264e-01 3.269061011759428204e-01
3.881678130750148625e+01 6.142356000186484088e-01 3.669052784329702166e-01
3.462641126346051834e+01 9.423473943166984501e-01 2.114811673464217501e-01
4.624575017016871215e+01 4.611718447909113339e-01 2.445861290945386679e-01
3.350849123412560715e+01 9.474448510878256124e-01 2.963326303377116777e-01
4.317961252498324853e+01 6.000569790460261732e-01 2.052995936458902604e-01
3.458603207893576581e+01 9.973166878673707103e-01 3.350196781713220551e-01
3.610009990184853024e+01 9.588240716679767850e-01 3.973502397545760068e-01
3.908826335843331634e+01 7.332713737842323498e-01 2.963135634521803508e-01
4.337128917499915559e+01 6.994962039801225773e-01 3.252655693265916192e-01
3.965934457510287814e+01 5.052802895604326938e-01 2.134058588161599490e-01
3.905294932531010943e+01 9.028146056775934181e-01 2.373026069669051663e-01
3.286714097970494919e+01 9.517350621111154707e-01 3.326195749738364849e-01
4.697203481129822933e+01 5.938490202297165288e-01 1.925923983062068634e-01
3.261219268610512501e+01 8.563603907447121522e-01 3.162131766068730365e-01
4.092770866930400331e+01 7.052410602647570803e-01 3.006381162173511479e-01
4.015398267044035663e+01 8.916415022766628340e-01 3.352507437134932822e-01
4.207898420930492733e+01 6.761911334525267936e-01 2.773630539794810779e-01
5.267604729314222567e+01 3.911206579836207786e-01 2.702028488540301754e-01
3.960055269167915526e+01 8.027437009903102272e-01 3.338263951556852960e-01
5.154912410571855474e+01 5.562856284289963149e-01 2.494379357717715906e-01
