# m1 q z
3.863777477286690498e+01 6.892542509296152309e-01 4.567726358694639277e-01
3.546900253466867525e+01 9.479759237423711626e-01 2.851549449535655811e-01
3.495416152572350654e+01 7.144325008154062129e-01 3.557896665644325607e-01
3.586894805688521615e+01 7.785847802541121521e-01 3.724595413817920475e-01
5.130902048009519234e+01 3.950135040392415142e-01 4.816294929951263071e-01
3.791211877120831275e+01 6.955002331224007239e-01 3.801508777646285808e-01
4.089406069344883576e+01 6.693539308397727927e-01 3.769406130171997771e-01
3.687825657652357592e+01 6.647712241100949271e-01 3.560347652615131753e-01
3.620636352196867591e+01 9.262465698629711586e-01 2.754565084112883255e-01
3.660665154077769756e+01 6.131195569868060913e-01 4.737511006682441073e-01
3.823385971546974815e+01 7.648408384141448524e-01 4.071546372868985464e-01
3.444954056191768643e+01 5.997029936263679195e-01 7.186922099463864955e-01
4.528548558231424437e+01 4.893228763965544736e-01 3.734462863812249012e-01
3.223809083731746483e+01 9.135778542510479827e-01 3.996647700914120471e-01
2.975724260351532990e+01 9.903582281437182111e-01 4.303348118340743489e-01
3.664937536262262086e+01 7.877695414193144341e-01 3.496144889401053835e-01
3.513439615882073497e+01 7.679445704873686385e-01 5.257811393050365600e-01
3.285949097455710444e+01 9.301732965191498170e-01 4.059848655529181838e-01
3.373118573337826831e+01 9.262465698629711586e-01 3.690488785368585267e-01
3.201891339088246013e+01 8.911971610985877090e-01 5.230871955163479692e-01
4.222275105326330191e+01 5.005192898006736169e-01 3.890685362025227412e-01
3.191864105217445413e+01 8.735754914409477045e-01 4.606250286092283264e-01
4.806805300668021630e+01 4.668425986618146006e-01 5.569966395268582948e-01
3.671603362130710480e+01 7.702062604009424218e-01 4.193053513753923212e-01
4.906473863319598649e+01 3.540770507760817032e-01 3.494109587532781003e-01
4.256902584958914559e+01 6.691560679482587704e-01 4.216478952051024298e-01
2.947814294364727772e+01 9.836989240222832054e-01 5.374919338250668810e-01
3.552880792943340538e+01 7.804540714131505963e-01 4.130962991980309251e-01
3.369499628702384797e+01 8.329824856686949275e-01 4.197909562739268741e-01
3.928464824732940741e+01 6.851104690245977125e-01 5.021763623405153254e-01
4.564250261661420893e+01 6.047594110531817613e-01 3.662866281416441994e-01
3.498774221707504495e+01 7.298336483389229468e-01 4.972778659159640680e-01
3.129412504240000459e+01 8.834138520932652838e-01 4.714670864774072045e-01
3.585244027331689409e+01 8.405541660101382151e-01 3.674613115941266495e-01
4.787887742032199867e+01 3.497294872771065655e-01 3.377591633511033975e-01
3.173465907100338512e+01 9.038534633416231978e-01 4.283527955533448783e-01
4.938863807077487422e+01 4.825447121745533030e-01 2.862413194906574532e-01
4.742353701549242828e+01 4.555811395459217206e-01 3.066381147352420511e-01
3.528361368979341250e+01 9.084120943165994166e-01 3.676309752240269901e-01
4.169483141512851176e+01 6.340685787386830530e-01 3.297230164572212407e-01
