# m1 q z
4.035276221376498995e+01 6.258369468264636248e-01 7.928730286274767725e-01
4.489958433779661817e+01 7.364005265752109342e-01 6.624358058154786733e-01
4.786267031658066884e+01 5.991378110258553935e-01 5.820885148645494889e-01
4.277272106574119448e+01 5.898194969423644629e-01 6.329545024128386821e-01
3.407809425615636201e+01 8.371753696052335325e-01 6.840508453694742474e-01
4.858233350721978638e+01 9.242154238872646310e-01 2.749957577936092412e-01
3.574225767913166862e+01 8.816519211964191083e-01 5.581770200445341779e-01
3.433833604421638341e+01 8.521407342080272729e-01 7.147202889317482155e-01
4.126339947289109489e+01 9.773648492892887951e-01 4.455899780818661782e-01
4.444674644780554473e+01 9.344625587955749380e-01 3.492870230766360051e-01
4.190548327413233665e+01 7.068742464098799472e-01 6.067951547074095231e-01
4.409297584072132281e+01 8.856825526053048181e-01 2.513834737013060927e-01
4.769160679284144067e+01 3.760153044163318525e-01 6.469796673891758942e-01
4.200808155136638078e+01 8.046894943853840632e-01 3.980562865494366442e-01
4.392155263746754201e+01 6.142994161900074968e-01 6.071142453490914193e-01
4.029838055235079963e+01 8.681458378428245082e-01 6.238273333598526316e-01
4.136039849367275423e+01 8.555470306116031987e-01 4.113043852405392498e-01
5.239077500869794335e+01 5.230042337159107602e-01 4.023944146164057378e-01
4.348533797498664200e+01 9.577016730162670743e-01 4.597439557982437308e-01
4.442274602914822168e+01 8.654053347928117867e-01 4.803094388875117082e-01
4.895761298053349009e+01 9.221802883300934672e-01 4.144961234017555674e-01
3.996430925820838098e+01 9.071275415282207266e-01 4.261502602538552731e-01
4.773711449105419291e+01 6.690123544503587816e-01 4.074197619776616097e-01
3.840271118093260583e+01 9.001252031717303925e-01 3.999293254464152958e-01
5.457404069986063888e+01 7.399511670800902330e-01 3.751571808513377571e-01
3.976903965825978560e+01 7.801530117502010198e-01 5.836224216049152869e-01
5.368309765355374452e+01 4.892378844054570131e-01 4.697463541983719071e-01
4.402195031437089057e+01 7.889585174864052197e-01 3.897759345642326512e-01
4.644965262212066648e+01 5.469348195924689238e-01 3.588528243860876765e-01
4.038567264690879455e+01 9.775628402318102816e-01 4.103699955754113171e-01
3.758111957908155887e+01 8.410475322904106266e-01 4.983337147823664326e-01
5.331057487138264861e+01 4.744771871520538919e-01 5.928481918244118409e-01
3.849841786159965551e+01 6.191916518454891882e-01 9.019768245080558300e-01
3.439856358521700486e+01 7.669451258159633023e-01 7.331628878859686171e-01
3.841688466042823791e+01 9.887467236721804165e-01 3.536318414863737769e-01
3.886873552526250108e+01 7.940316889336800354e-01 6.736142525345018006e-01
3.864370625620363597e+01 9.517769605337251804e-01 5.020353068632817939e-01
3.921197832971768094e+01 7.778269576156651155e-01 8.881180439881084521e-01
4.320605904285939403e+01 7.235672587509033304e-01 5.172091730928246589e-01
3.434742758626046566e+01 8.128861239405589245e-01 9.432747529115460550e-01
3.257074717412362475e+01 8.982086195246461457e-01 7.710326182087260394e-01
5.404724055231678648e+01 6.132043785788012791e-01 3.716064154305928069e-01
3.649382031427228412e+01 8.572570506724042083e-01 6.043005465884563332e-01
4.915219542355686855e+01 7.094546827711009085e-01 2.306424971765144161e-01
3.687397370527600771e+01 7.071735666826024502e-01 7.458247246179733336e-01
3.856604823822195272e+01 8.049055909859643698e-01 6.853646624060852899e-01
4.201501263002865727e+01 5.905437085700445676e-01 8.122686788079619413e-01
5.466594470229080827e+01 7.795980147233976254e-01 1.503990097069774767e-01
4.141614814108484666e+01 9.019426488921370444e-01 6.640330297163067330e-01
4.816920341981099085e+01 8.043369127808011054e-01 3.556178918171858383e-01
3.365070450684360992e+01 8.809332860097879303e-01 7.507321218121423279e-01
4.315675816042679003e+01 9.611445808485648001e-01 3.706403727635514400e-01
4.874367306164970159e+01 7.672002391598529147e-01 3.349218252446186650e-01
4.196519284582544174e+01 7.067643916289304551e-01 5.819104803831728345e-01
4.598464166027429911e+01 7.823440573284951016e-01 4.391838487953855785e-01
4.320310162270546073e+01 8.197495207721430255e-01 3.122835010207312134e-01
4.303024185046254502e+01 5.431858941187983625e-01 7.020404139444048619e-01
5.026612318995433526e+01 4.953361724721986881e-01 4.076439317445713639e-01
4.162049229731042033e+01 8.000059648395616563e-01 5.725256614998891491e-01
4.930738989946907935e+01 6.908191730240083039e-01 5.059046159711144686e-01
3.313189490964769135e+01 9.748012664963024987e-01 7.092196027305541772e-01
3.839503367844670834e+01 7.011071731418411224e-01 6.639493172112238550e-01
4.345841651597512367e+01 6.789860771913525106e-01 5.620936151654285506e-01
3.554298652174584561e+01 9.086896414716247872e-01 6.816750529791395508e-01
3.927543813277313234e+01 8.281720492307653725e-01 5.806327384073516340e-01
4.074254467178909067e+01 5.063873311189771576e-01 7.320928204443204468e-01
3.986634169405591166e+01 9.245373504236025219e-01 7.423011120812660346e-01
3.955155266043802698e+01 6.581314510082346692e-01 7.529281946011822102e-01
4.078793637896053070e+01 7.890081986710577588e-01 5.928328572591279322e-01
4.081200615068736681e+01 7.755061981111862623e-01 3.758400279814035350e-01
5.931641686965819105e+01 5.176057911010775170e-01 2.786177062603532040e-01
4.353893507333708612e+01 9.351883830433246336e-01 4.445176275024475543e-01
4.455033094966441354e+01 9.159952528201660282e-01 2.850411698585575970e-01
4.129245486619297623e+01 6.303042070510620487e-01 4.756709078046177375e-01
4.075209975242972860e+01 9.243597560042207117e-01 3.400062422630085734e-01
4.712685320494425412e+01 7.789743893754860204e-01 4.818746815812818274e-01
4.223984897274299755e+01 8.948409385530844418e-01 4.330867723803655256e-01
5.099691931646702869e+01 4.336163509958686491e-01 4.610467254928707903e-01
3.545874284398713883e+01 7.977704809010586207e-01 8.432959411167759711e-01
4.312822797666994745e+01 8.005521770482147970e-01 4.128124736934928318e-01
3.323874427568354406e+01 9.610499996996761940e-01 7.594538238800361274e-01
3.998832047687533731e+01 9.688561666614835532e-01 5.610735128254966675e-01
4.437804534367338505e+01 9.094974565372685449e-01 3.258699205231968543e-01
4.016613603085256301e+01 7.031359960884395743e-01 4.301969369363551343e-01
4.423074351571084151e+01 7.523009114636494132e-01 4.702709225194338094e-01
3.971813420109455706e+01 8.255579005346984633e-01 6.780357630796769453e-01
3.759520471065029312e+01 7.593494504749080942e-01 7.616601048915216943e-01
5.096880962699088968e+01 7.875564740541874942e-01 4.348026856532993256e-01
4.510621120985855015e+01 8.316056836153574716e-01 4.591992024812311390e-01
5.137058028871957305e+01 5.807961867833466574e-01 5.015151807292123065e-01
3.443082560112227952e+01 9.992894363093766108e-01 8.234382486161642145e-01
3.781842706617386085e+01 6.865203464705617042e-01 7.934191696116008607e-01
5.078144628125983218e+01 8.789082428227892319e-01 3.837082212916608226e-01
3.774135303302319500e+01 9.815516033263719242e-01 4.847662136954810630e-01
3.970712534281933870e+01 8.369743025833710215e-01 4.255505916625102469e-01
3.838857437596404765e+01 9.176725832946636130e-01 3.653282186967483081e-01
3.240258136263508248e+01 9.544681118257267727e-01 7.408674286102270301e-01
5.323550234955046534e+01 8.267749349658484181e-01 2.918749479364217692e-01
3.139753136388791788e+01 8.265960896746922248e-01 7.574771810262349581e-01
4.057878291283637395e+01 7.786702185913901841e-01 4.446294617311140618e-01
4.319515815823883287e+01 5.480795959709332532e-01 5.789607185509249021e-01
4.571018766497294195e+01 8.318148121015987995e-01 4.384804325110279177e-01
4.734764242277611146e+01 7.059118074180804614e-01 3.980158368713913042e-01
4.505220261655284020e+01 7.973026115854104923e-01 4.289803610341125228e-01
3.357827494724566719e+01 9.065857210315357850e-01 8.030226786356892132e-01
4.170774601027690665e+01 8.206010315215875872e-01 4.385849240765607449e-01
4.204139666699264666e+01 6.422308681037998124e-01 6.589035561559466458e-01
3.589777595623417739e+01 9.292401378242456378e-01 6.424536379467955527e-01
5.146193397176222106e+01 7.634115100456835279e-01 3.673957686875035100e-01
4.742145573634507372e+01 4.236846107979470033e-01 6.174807034973387454e-01
3.950152401437136973e+01 8.981173033848297571e-01 6.086897950248457700e-01
4.457710468809391813e+01 7.588936367783110093e-01 4.017853491726035009e-01
3.973848512275995404e+01 5.940511888885480207e-01 8.401889245688158869e-01
4.697460038846671893e+01 6.999921698941435899e-01 3.862127751447590462e-01
4.383811729691804970e+01 9.468737947801042498e-01 3.587027963641833961e-01
4.477181325046866789e+01 5.457982858187735431e-01 5.036990554874262171e-01
4.217419085302360315e+01 7.383806730433746246e-01 5.114252791711145774e-01
3.805488694844546416e+01 7.099499596905869403e-01 8.689859741423987538e-01
3.696469152455696872e+01 7.353714093253266304e-01 6.003996194272227527e-01
3.696708960182157711e+01 9.896605191571089533e-01 7.111888127307364194e-01
3.476984014379763721e+01 7.625112822793476131e-01 6.415018960315341801e-01
5.007133641896923137e+01 4.701412513232537949e-01 5.881824721619733909e-01
4.591947495540384949e+01 7.450116927152219404e-01 5.166036898715459236e-01
4.051472397481733623e+01 9.037108854660370616e-01 5.039607412494894190e-01
4.155078333321265660e+01 6.114491460223822061e-01 7.163439970822257363e-01
3.610987662672797427e+01 8.822847376470519531e-01 7.131053422145743337e-01
3.764228872555121796e+01 8.997425408621615439e-01 4.528803215658415149e-01
4.509104804192313765e+01 8.353562090405102225e-01 5.465374490248552375e-01
4.064659497629189389e+01 8.077237157558103675e-01 5.295094904775817790e-01
4.211224091602249331e+01 5.772113810971717385e-01 5.792490910434351381e-01
