# m1 q z
5.319396351653405475e+01 7.660520804781202342e-01 5.443674172088983632e-01
6.528469242039562914e+01 5.879505586363841241e-01 4.428077295073140629e-01
7.692594229001026918e+01 4.573092579249734557e-01 2.637168978986507706e-01
6.211784136346273044e+01 8.005756390338217843e-01 4.421648120131372872e-01
6.805121989643137681e+01 6.093035846114184251e-01 3.458762786722878735e-01
6.408711687837637783e+01 6.157222982799676059e-01 4.727713222623757816e-01
7.067078569144693745e+01 4.619446177376062557e-01 4.783665228565450733e-01
6.462772506614852830e+01 7.463833333556646465e-01 3.513158894950632605e-01
6.344268911862255322e+01 4.856958735795520732e-01 4.595993561480595790e-01
5.585311941978930150e+01 6.861503713487725475e-01 6.147243915983510165e-01
6.066772264090914035e+01 5.133679224020042398e-01 6.046556568149883404e-01
5.474028238199223040e+01 9.024424056293852692e-01 4.386791820803186415e-01
5.396726950560670844e+01 5.811958373483062656e-01 6.563770347809088079e-01
6.594477494714436716e+01 4.975079813601815393e-01 3.843188923016175873e-01
5.884899858678414830e+01 5.987169443294760862e-01 7.432584837712568060e-01
4.831789914503765004e+01 8.914326480267001918e-01 8.695917682440154062e-01
6.848930375857732145e+01 3.680548678360510140e-01 5.420623586459525356e-01
6.365501215127834911e+01 5.608757876412099330e-01 3.426875284366615038e-01
7.156348431251026909e+01 5.207251647390910287e-01 2.286978893280612324e-01
5.312569219488027272e+01 9.168737759763142536e-01 6.478817635515746742e-01
6.303822012734372038e+01 4.339173889292475272e-01 6.310980260755467697e-01
6.107119969845921048e+01 6.000108680333888778e-01 5.032906667098209219e-01
6.332773597153911282e+01 6.484851695678384154e-01 3.976721416697797662e-01
6.663650099568249630e+01 7.144596861653254027e-01 3.346490631063076537e-01
6.240981334304046868e+01 5.933423799781646357e-01 5.738094290243511697e-01
7.184167827197609313e+01 3.071499241104896916e-01 4.230795144511974581e-01
5.650664276195993097e+01 6.582120600836710578e-01 7.584226077248051867e-01
6.466386649401633235e+01 7.319410322016477455e-01 4.217993963192540052e-01
5.882647632594685660e+01 6.549614694415444305e-01 6.918923350623100710e-01
6.574380260798241693e+01 5.329665080863783544e-01 6.354762239745797014e-01
6.254764481435478274e+01 5.749860561566053629e-01 6.183951575201686035e-01
4.475927547415611230e+01 8.642014478089760088e-01 8.909403711620902389e-01
6.002818410305938102e+01 6.374778591858905052e-01 5.255806906109086185e-01
6.383564848684903126e+01 5.769664217059958800e-01 6.178909545561592775e-01
6.791016951372937172e+01 4.753736603871627220e-01 3.611094322504415088e-01
5.746656272190670478e+01 7.172800370713104945e-01 6.742858046923227988e-01
6.527674387519506638e+01 5.445834538526956869e-01 5.659694689425784908e-01
6.308122975384292630e+01 6.608966732770998886e-01 4.710046871015626246e-01
5.499434928470920170e+01 9.461035919673584926e-01 3.917873749889586588e-01
7.437606739553926616e+01 4.535357006224601806e-01 3.964951520708052679e-01
7.130868883960960147e+01 6.495312897248219919e-01 3.429701274600327476e-01
7.478776179821528558e+01 4.730886405127646688e-01 3.056497346306044083e-01
6.568369026346441331e+01 6.342656259557745146e-01 3.376543517825553176e-01
5.604136844393650563e+01 7.775834851059267860e-01 5.136623973149845312e-01
6.608455629595823666e+01 5.881033524623703324e-01 3.517402223139001749e-01
6.893319772593598316e+01 5.780316618026418718e-01 2.665830497657364906e-01
5.971447106723775988e+01 6.600317449277499637e-01 5.732901480443561848e-01
6.391072534542634997e+01 4.511275937435044736e-01 3.620635999287590279e-01
6.783790247939295170e+01 5.012869746938598547e-01 5.238731546259152161e-01
7.117884296751896045e+01 5.229511078353218378e-01 4.680297446700835140e-01
6.214676242819425056e+01 5.842973850933610436e-01 4.229126636991538124e-01
5.951015363925061052e+01 6.356033068856161705e-01 5.635827697959662208e-01
5.178804205299513796e+01 8.863320394477774977e-01 5.489770610062465472e-01
6.336018083384614386e+01 6.898260293202753690e-01 3.916247860102224920e-01
6.383806632829627148e+01 5.357675767169435277e-01 6.216573708843515789e-01
7.115349593361689529e+01 6.172402709575017798e-01 3.786448476975870503e-01
5.943602344669187687e+01 5.332575820550276013e-01 4.003811830970490093e-01
6.711240465657279231e+01 4.578938477760763348e-01 8.281013886030452742e-01
6.965118526183006509e+01 4.676867085096294563e-01 3.584967193119054651e-01
6.310335820696433728e+01 5.106602534610137356e-01 3.333883777944756654e-01
6.070634907564990357e+01 7.035581776662646059e-01 4.943504592717568036e-01
5.435446044429318135e+01 7.638187331987027484e-01 5.683355159584293492e-01
5.916703503148244891e+01 6.926707611396624165e-01 5.116894102122953036e-01
5.964877239412877685e+01 5.703781526031109772e-01 5.043025718324744000e-01
6.924918954102000157e+01 5.414099541907348989e-01 4.114881040166804005e-01
6.831971521887913923e+01 5.708162963260779987e-01 3.578673781645015928e-01
7.153137631637147820e+01 5.507435258955888369e-01 4.179871821163188561e-01
5.825293926596719984e+01 6.522718633956952061e-01 5.624407854496349390e-01
4.645953001965725804e+01 9.655342904114831981e-01 7.575121381129487075e-01
5.871510022952653429e+01 9.596528759302912492e-01 3.874442406714702636e-01
6.398847582732865646e+01 6.871095717020929694e-01 4.101234797880764504e-01
6.819308076331489588e+01 6.539674012473579712e-01 3.994671861641679311e-01
6.966171614845826809e+01 5.274418872315496110e-01 2.666667706392149007e-01
6.020472031982779981e+01 7.419729212143392205e-01 3.587944863997400424e-01
6.715419129549286481e+01 4.360382228590180542e-01 4.607113122680787098e-01
6.378674367032331105e+01 4.840005661471003529e-01 6.581365446053867307e-01
6.620328199704573535e+01 4.900498053092028350e-01 4.026702006011324553e-01
7.046996272599903932e+01 6.213924834725538249e-01 2.521790910434307253e-01
6.071673034615499631e+01 7.918167582018562634e-01 4.348921371170358929e-01
6.463555041622785780e+01 4.397667226844284571e-01 5.555416717003640592e-01
6.385657169064419492e+01 6.258708755504267529e-01 5.622917641216836904e-01
6.223910899567717081e+01 6.453217048374995102e-01 5.082042745227671743e-01
4.951326855436155938e+01 9.216662825656766200e-01 4.849423836884108607e-01
5.998447943436408281e+01 7.777994448154783580e-01 4.571293539440929865e-01
6.535049848808733941e+01 6.694230550933826240e-01 4.731433303641223720e-01
6.334348638215779204e+01 3.959909869936583671e-01 5.595248540141420923e-01
7.278783448962157365e+01 4.864106413138366558e-01 3.908700926059199277e-01
7.049144596284828879e+01 6.617616285002857479e-01 4.157246525747499422e-01
5.367710124264717564e+01 8.653266761430639109e-01 6.691037087495039781e-01
6.313014127204703385e+01 5.648221822838273010e-01 5.018600194862632424e-01
5.747653888728889626e+01 5.133856664515031865e-01 6.041826901415362494e-01
6.963950650320418845e+01 4.158973145925787263e-01 6.327017171069705403e-01
7.299933453804175087e+01 6.042914828949752515e-01 2.272125882909926120e-01
6.306236841839900364e+01 5.939803978826277975e-01 3.355668615025730883e-01
6.147295761760051391e+01 8.735825361114493148e-01 4.238635393026228271e-01
7.209883506165164135e+01 4.461971633672195958e-01 4.130929840694034239e-01
7.353392138289520119e+01 5.521094373588525395e-01 4.846070037970417466e-01
6.419478869436018442e+01 7.276455818027641742e-01 4.440622050520596775e-01
6.422599494238833984e+01 6.182181419636912922e-01 2.802955551824876657e-01
5.637652032036837113e+01 7.073431891056287668e-01 5.482558571619317034e-01
5.732390861509662727e+01 4.649105671065841827e-01 6.585279514404849266e-01
6.523470767422368510e+01 5.562317809781374134e-01 3.705219995705544278e-01
6.887191320150579088e+01 7.460348894146947574e-01 3.285401012831502543e-01
5.955434753250468560e+01 6.161111688115650242e-01 3.799270933817518459e-01
6.118244859173315575e+01 6.073238664668650921e-01 5.884787029241872469e-01
6.928272920639926724e+01 3.929822819831829128e-01 5.751444501955667032e-01
6.585137860803382637e+01 3.430869376920177016e-01 5.670695606779448950e-01
5.816866015075040508e+01 8.567729474966929715e-01 4.607119437734567002e-01
6.954025884007377556e+01 5.259759607521554692e-01 4.211293018611257377e-01
6.967777113848994475e+01 4.359334091329277738e-01 6.025476737935132610e-01
6.315568061140238854e+01 7.541463415987356145e-01 3.589048112319892514e-01
6.687884439675706005e+01 5.641265153678675093e-01 3.286051217623613407e-01
7.121248034410280070e+01 5.117629711181325147e-01 3.606734531067789518e-01
7.453926593462738026e+01 5.051873740994031747e-01 4.922341327688539714e-01
6.310667272735455668e+01 5.015705046261547118e-01 6.326039088598455207e-01
6.494796444628447318e+01 7.594045844959848024e-01 3.504178511899975201e-01
6.177925196543001363e+01 7.287640331855353981e-01 3.461225400497108251e-01
6.096998064191293309e+01 6.082257393872075868e-01 5.521155852533572439e-01
6.025711923315326146e+01 8.628093931377154302e-01 4.184058791205940153e-01
5.610963861699795530e+01 6.488433498384441611e-01 5.988447990870852111e-01
7.403750361318415685e+01 4.879181035758899943e-01 4.821159672865723556e-01
6.400507501972546720e+01 6.230133128559617317e-01 3.217492800925003671e-01
5.252078568627749178e+01 8.107670937750762752e-01 7.092745306117754778e-01
7.582679410930504105e+01 3.765165934986433594e-01 4.000702926894996181e-01
6.168351101747520460e+01 6.681273954370889889e-01 4.320764778437652942e-01
6.852452025144008019e+01 5.646346339187476859e-01 4.936126911296139785e-01
5.802748430472511387e+01 6.101122424658230736e-01 6.739857357932753645e-01
5.696801822639913127e+01 7.868320946260067839e-01 4.721574594655783552e-01
6.340275660128670410e+01 6.134173511909811749e-01 4.852632513967616856e-01
6.504613771836800140e+01 6.801784219782728291e-01 3.314523128693931953e-01
6.305985798809906839e+01 5.348625643324224077e-01 4.232064896148639010e-01
4.370965988090749477e+01 9.883062561297677462e-01 8.335870287383678745e-01
5.999607376955933802e+01 5.927765020025939080e-01 5.764518360276484898e-01
6.381623882866583841e+01 3.736329818784643875e-01 5.746238186583351171e-01
6.245668473286409039e+01 5.588748409970372144e-01 4.423048785952360951e-01
6.371277149178393984e+01 4.993071284454829173e-01 4.625518522402943256e-01
6.338603739207518117e+01 6.267208485067489177e-01 4.326001613637431853e-01
7.384444430572443707e+01 5.240420328532469085e-01 3.151885681032670639e-01
6.044010617366986082e+01 6.989751149234469940e-01 5.525955549168690695e-01
6.660738420573377994e+01 4.730323095289837299e-01 4.726090641692625161e-01
6.276006541857635312e+01 5.139895692865481536e-01 5.649030294940963204e-01
6.680742028102746133e+01 7.355169720252806576e-01 4.817560825327906748e-01
6.802351967270269029e+01 5.008199554268667475e-01 4.432563924094669039e-01
7.464394670354596428e+01 5.991852025247428326e-01 4.831409349090406424e-01
6.780091603076753870e+01 5.088256345027254435e-01 4.924702183785134024e-01
6.656148588486614415e+01 6.759583898418310977e-01 4.446774105532669830e-01
6.606887961717600888e+01 6.616260103979452190e-01 3.848842412055613615e-01
5.872934076163694783e+01 7.816227869050663690e-01 5.218604074277295446e-01
6.637059080403474809e+01 4.370672044550566460e-01 5.131648202444392126e-01
5.900135700180139509e+01 7.776048158607813399e-01 4.002866944812341621e-01
7.250097341890217706e+01 6.039482632660134742e-01 3.842191310833403817e-01
6.968795430134387914e+01 5.820574522596195788e-01 4.181912012475141882e-01
7.024758208142885962e+01 5.970133502846859397e-01 2.598931508531441281e-01
6.786382563590065331e+01 7.101466974741814653e-01 4.222926418516697589e-01
5.789669809982223825e+01 5.388492557724422483e-01 5.725876092952159047e-01
6.110293167223881028e+01 5.159291874891538399e-01 6.044474390754950299e-01
6.294857642791813390e+01 7.001595926592909525e-01 3.498013819804985380e-01
7.263869143078082402e+01 5.952046860405189044e-01 3.429687625151959796e-01
4.843475164747898276e+01 8.762243329589157748e-01 7.243896585938700561e-01
5.766517092617228712e+01 7.737265090590625949e-01 4.766057055894617478e-01
6.106347049578571529e+01 8.118451595818081401e-01 4.381463296245606265e-01
6.063150860229016104e+01 8.098757074071456508e-01 4.493679686515413274e-01
7.006173836550694034e+01 3.995884008988210834e-01 5.086592016259480209e-01
6.376826171016616485e+01 4.953474937545324641e-01 6.285046218954284392e-01
5.558348780560631752e+01 9.475368210304058181e-01 5.608146057430728471e-01
5.367919862311991608e+01 8.562839378362868681e-01 5.680083199480618905e-01
7.693442041421081967e+01 2.841720865468685964e-01 3.173564932167522445e-01
6.156408337350874405e+01 5.165691298022967448e-01 5.874804846579004813e-01
5.564304569957285196e+01 7.383192341183801854e-01 4.624225623603100410e-01
6.176096659470863415e+01 4.084661852183070763e-01 5.417496484832521331e-01
6.469034412933427802e+01 5.469134866919717064e-01 4.095772564408573513e-01
6.609656535038497793e+01 6.158193190671370498e-01 4.350974031932551833e-01
6.731072727151463653e+01 6.535683356398206412e-01 3.271301541753802167e-01
6.186159545575991103e+01 7.597621956023867806e-01 4.589434851074167265e-01
6.944908104552864359e+01 4.932837985054118191e-01 3.034033978001339227e-01
6.358754190145158702e+01 7.431438656978782697e-01 3.562097762465861184e-01
7.013602832380080088e+01 2.900410502212945607e-01 5.437373737081626635e-01
6.219000500667779363e+01 6.390421555993706093e-01 5.927122197335564779e-01
6.534402015836886335e+01 6.821255044641234555e-01 4.679009120884422557e-01
6.175478361649489045e+01 7.495867837601253303e-01 3.639256679275302275e-01
6.684741733202282887e+01 7.377165959903240200e-01 3.606338746763356196e-01
5.835566783694592630e+01 6.733129664455711483e-01 4.882803117582789620e-01
4.611004855929311219e+01 9.690039294360560662e-01 6.692878481641277855e-01
5.510385512463003010e+01 8.834232635755345786e-01 4.262542618057288402e-01
5.839805238944128263e+01 7.610415024370987824e-01 4.098162305376363834e-01
6.047489341723354528e+01 5.800677048456421847e-01 4.380815477550016324e-01
6.068863608281853317e+01 6.352256791548546166e-01 5.724245997821305609e-01
5.901149095564262836e+01 6.817082398926077591e-01 4.984427260973298135e-01
5.606094588157511538e+01 7.208017162538673528e-01 5.491187874328854468e-01
6.984985098052759156e+01 4.474249263962260525e-01 4.993630878972418752e-01
6.268926760553329558e+01 8.135715431609508164e-01 5.415867981317962210e-01
6.890316443132806512e+01 5.216152672572714755e-01 5.144830807052183097e-01
5.516107604088233529e+01 9.963909132280207581e-01 3.393708664113953000e-01
5.454845897617633455e+01 7.803914809181168311e-01 6.924619927208190973e-01
6.573930199309491229e+01 6.297761674515601760e-01 4.365419919531278725e-01
5.001036018320708365e+01 9.967700036035274103e-01 5.861641585466202953e-01
6.729032594461925498e+01 6.839277364705428353e-01 3.385569863298970028e-01
7.053637169224482761e+01 2.993888766392205358e-01 3.737335333865852149e-01
6.875085750075305668e+01 4.219379400513474931e-01 4.894565593924707358e-01
6.445911975940472871e+01 6.343951896520652056e-01 4.235328586307720022e-01
6.620160009287920388e+01 7.833840322750547092e-01 3.075723321633155871e-01
5.703017615561295628e+01 7.967447906536567759e-01 5.742064315679430431e-01
6.376804783368299923e+01 7.189376479996461011e-01 4.505381433018347259e-01
5.866494540696749738e+01 5.250746074120264950e-01 5.273621279153847263e-01
6.020007235448991167e+01 4.413359447444989980e-01 6.353195155919973969e-01
6.064378117546367974e+01 8.119787434400421722e-01 3.672968416513477941e-01
6.843788204112502171e+01 3.926433446502872182e-01 6.529519645108600168e-01
6.018140328133070938e+01 7.702271006819573218e-01 4.314636110119651757e-01
6.511753944760039303e+01 7.757025532054506733e-01 4.038961626379357073e-01
6.753317659494537395e+01 7.450283615255203218e-01 3.655519804326257116e-01
6.398876514517819203e+01 6.718134602354471907e-01 4.773864834056481543e-01
6.816189330163703630e+01 5.583025214397757674e-01 4.617540416177041140e-01
4.975524452745159465e+01 8.332088484127051498e-01 4.844269364779353881e-01
4.805605107957624966e+01 9.920037131463101954e-01 5.223393966904709140e-01
