# m1 q z
4.366425757430008758e+01 7.812349062154388957e-01 4.974799396921626982e-01
4.929428995405245217e+01 8.098624712038549056e-01 3.529972838310141414e-01
5.041327042689378857e+01 8.746715372851308068e-01 3.663768464639316491e-01
4.283642470798429969e+01 5.893163076886154261e-01 6.892833664473211330e-01
4.022926769014905801e+01 9.305362625888993211e-01 5.842354683128543336e-01
4.565334313302643920e+01 7.394655432849883692e-01 4.603529981029320650e-01
4.971571144136283493e+01 5.534106173043635835e-01 3.039315218021717002e-01
4.238560992915239467e+01 8.450694177854249922e-01 4.573549825962383020e-01
5.223414168899918764e+01 5.622451361633609146e-01 5.882989504825236748e-01
4.271373423355612431e+01 7.518298640942755462e-01 5.163618236415805640e-01
4.751720173423554172e+01 8.226546729403549918e-01 3.266193776576585828e-01
6.039252344365769432e+01 5.609753565727533253e-01 4.376047380569947354e-01
4.367052880299053896e+01 8.603562262928842186e-01 5.117647030521524920e-01
4.095507770648683987e+01 9.513886077645270500e-01 6.327574150774781803e-01
4.182915662479745578e+01 9.219319477805189011e-01 3.891436524242281036e-01
4.022568359114974612e+01 9.145426853644018639e-01 6.659301295240210861e-01
4.182729534070416122e+01 9.085619611051312106e-01 4.046492578288817255e-01
4.119036676879962044e+01 9.369177303363335207e-01 5.195201081837945711e-01
5.026640432056309749e+01 7.133080491757362029e-01 4.447045453662101244e-01
4.053204850497595402e+01 8.932716190553808833e-01 3.691075811175416055e-01
4.538276199328812766e+01 8.055924620782830559e-01 4.442342225465852334e-01
5.908232706093748021e+01 7.323884387045120903e-01 1.947820295488212061e-01
6.233048798161615878e+01 8.057088356176718147e-01 2.074897562531198558e-01
4.233481854977419090e+01 8.348638792262343955e-01 5.789851164440742437e-01
5.310000556428533258e+01 4.919893605498999456e-01 6.373613640299181649e-01
4.696136944130472557e+01 5.925857262168545692e-01 5.670104437712579770e-01
4.708820075973905261e+01 7.565817312906951697e-01 3.959348707026704162e-01
4.746667729617930576e+01 7.639025880660021972e-01 2.908032212805318761e-01
4.857991318555039584e+01 7.161618084399353767e-01 5.898459667313128429e-01
3.938715651808470852e+01 8.036736718900954202e-01 6.013233671421990278e-01
3.884243212044246008e+01 9.279977127204026566e-01 4.593730116672543051e-01
4.613055703101294114e+01 7.418434470571807493e-01 3.844149610868244915e-01
5.142076857141802293e+01 5.077423619852305947e-01 4.649027562033040128e-01
4.798661485729001441e+01 5.081274811407230363e-01 5.059820312553874322e-01
4.705445743785384849e+01 9.995737359663628974e-01 1.262367863023869108e-01
3.843281371971319516e+01 8.728930128953927836e-01 3.041533758137131005e-01
4.565243434158127656e+01 9.023445019019566971e-01 4.876034845561003639e-01
4.240395582973444277e+01 9.628537458390381554e-01 6.164802103942403910e-01
4.353907958233694586e+01 6.784661342818109064e-01 6.726013980324420105e-01
6.159011725744306887e+01 4.633648875024197755e-01 3.051568912639323061e-01
3.742162546300912851e+01 9.010541322995769820e-01 7.044186117559488869e-01
4.968354164355341851e+01 6.836952963160216612e-01 3.444602810600252418e-01
4.530241070521853430e+01 8.430077260265713690e-01 3.890298881417315613e-01
4.033711261908079138e+01 8.902206991056081931e-01 5.315328488696189346e-01
4.611951078509617474e+01 4.792101042010497580e-01 5.401831413731693621e-01
3.591016304858870711e+01 9.493752406510518327e-01 5.833744945982222152e-01
4.907483919377385462e+01 8.453372528653747553e-01 3.151021145949999269e-01
4.725734889775608849e+01 8.524488011322296499e-01 2.463817237841129659e-01
4.943187976510447612e+01 6.747182596746940098e-01 4.209128654393605173e-01
4.479467258785548012e+01 6.531342775777138066e-01 5.276435979230297280e-01
3.555795338395988381e+01 9.317659497198957919e-01 8.428819126567794751e-01
5.426009937327745547e+01 7.000000899051140868e-01 2.507970892409513985e-01
4.567581211755589976e+01 9.773129754182539042e-01 2.690129459574338577e-01
3.927617105453155233e+01 8.921469577256477823e-01 5.287167864595601063e-01
4.151110738541274969e+01 9.441080410694890901e-01 3.744938641314601302e-01
4.318730717381276918e+01 6.786249025488814146e-01 6.414527278068775651e-01
4.026799726946391189e+01 9.125841979516801095e-01 4.747516309181785688e-01
4.436189375358088682e+01 8.649325116992674367e-01 4.056045582406882510e-01
4.621949111408399347e+01 9.726026019549719459e-01 3.177100177813758086e-01
3.654157623001576383e+01 8.289848845772107566e-01 7.523663777824818322e-01
3.911466982927107949e+01 9.238546867938116636e-01 6.018691502441790853e-01
5.265516256510669280e+01 7.615161708304813981e-01 3.968379378132975144e-01
3.785177427200969902e+01 8.169997997499087727e-01 6.670165123643325700e-01
3.735908718211706514e+01 8.964494627448880149e-01 4.691872338785879615e-01
3.923633177749361778e+01 8.750631245722626517e-01 6.644935284506610085e-01
3.657801556887972083e+01 9.610119097513006858e-01 5.364945660736994970e-01
3.791888809349804035e+01 8.030351170455045651e-01 5.808857453972775531e-01
4.507151687652892491e+01 6.449775224578776500e-01 5.825777298686942718e-01
4.497835741649359420e+01 6.309159313187314710e-01 7.025640707947007346e-01
4.636623300082528232e+01 7.940695184596479050e-01 4.170048087849986262e-01
4.985573859975183098e+01 6.427151352671577333e-01 2.554491690229673262e-01
4.270093640229820409e+01 9.264307130772624355e-01 5.952714594441772533e-01
5.034256689410403851e+01 9.110013920371946572e-01 4.060221687367280285e-01
4.163796382355010195e+01 9.247303855738864264e-01 5.434310274891833714e-01
5.008633649255082076e+01 8.460303971373157594e-01 1.955679659462316866e-01
5.846098674106746529e+01 3.299678107468440036e-01 4.846259128589452958e-01
5.270255401158940600e+01 7.447887553973355779e-01 4.859900234761238003e-01
4.770157995806430051e+01 8.924589168808316764e-01 2.883460457570877211e-01
3.450055563449774354e+01 9.123236796499498702e-01 7.899074402006883711e-01
4.726353240974295744e+01 6.922062211530333187e-01 4.406315237274839314e-01
5.139506060066951676e+01 5.967754567636113228e-01 3.891185960205720828e-01
4.111272555991179445e+01 7.912416082941692297e-01 6.103865982872945795e-01
4.615261973519478289e+01 8.823182130052181771e-01 3.867913426664994492e-01
4.252885674187017884e+01 7.879857782152217549e-01 5.029326071854015590e-01
6.088111040410463914e+01 3.649588903854700805e-01 3.367992574191427946e-01
4.283113467726187906e+01 8.448689277151170129e-01 5.000793675811970873e-01
4.818955396891139742e+01 8.105266622568995105e-01 4.171978131581156046e-01
4.086936210859267504e+01 8.613800143748471250e-01 5.015431765288070887e-01
4.922695667809799858e+01 9.303292049271177921e-01 2.430890318354187452e-01
4.248281999169098100e+01 8.545466507222614361e-01 6.052538401138487512e-01
4.764576002739233473e+01 5.156107238527912751e-01 4.796755950675067326e-01
4.045203702286705294e+01 7.331031369700714562e-01 5.319252468214261675e-01
3.757367784585716208e+01 9.215700642464186298e-01 6.408763718947333432e-01
3.884622655425503268e+01 8.607754289241039691e-01 6.248019897395161726e-01
5.533748156404926277e+01 6.132655217079461263e-01 3.456140333300983802e-01
4.999338897608929244e+01 7.470466418634155170e-01 2.655365425435997628e-01
4.779988104973740093e+01 8.462018219031305355e-01 2.839904886197529565e-01
4.395491626616500014e+01 9.738315822489067575e-01 4.920782096053414878e-01
4.347509131367998236e+01 8.447020858665778009e-01 4.965434522368439296e-01
5.733951043523421731e+01 5.127867000004449061e-01 5.053966537080403221e-01
4.373306299707951439e+01 9.320978286288656989e-01 4.240595782251568302e-01
4.819689567853939849e+01 9.317432713853063264e-01 2.203343032672789581e-01
3.909343686286017316e+01 9.082621194387365815e-01 3.804566495464759002e-01
3.690670071504244731e+01 8.222833135723746079e-01 5.680973019381401201e-01
5.235945953661934027e+01 7.638718313587308240e-01 4.146691137674360927e-01
5.277976996113058306e+01 7.787211659635425720e-01 3.384838454409047626e-01
3.655754211247105445e+01 9.802541522435102017e-01 6.193412195376417628e-01
4.712236705044315954e+01 8.693043316516734231e-01 3.004700842015062268e-01
4.241773547948465506e+01 8.968263461453102048e-01 3.366932053780642975e-01
5.335668769205229722e+01 7.982078451474865499e-01 2.457996792902723826e-01
5.435626384710889880e+01 4.751665970848762410e-01 6.804937614237187571e-01
4.853672827096184506e+01 6.992779863845595134e-01 3.818188412154670530e-01
3.781989234733622851e+01 9.972604557426372196e-01 4.331906440571666184e-01
4.210573328275425098e+01 9.086513505343368768e-01 3.613862579041649536e-01
4.508937685441254928e+01 7.835151735523631089e-01 3.741844455093055188e-01
4.122930422013077134e+01 6.807790813059217960e-01 6.072572477426032567e-01
4.158030883771047570e+01 7.903089377416998573e-01 6.197788402068187263e-01
4.079935854495498404e+01 8.732824884501078078e-01 4.720109038572773974e-01
5.613528981685826125e+01 4.797506916886342676e-01 6.577482039373380163e-01
4.006044471996137446e+01 9.763859457530844610e-01 5.448481376164733270e-01
