# m1 q z
3.997179285795309056e+01 6.563820525444438170e-01 8.436955101772068977e-01
4.652564592628089457e+01 6.700987587317697169e-01 5.316990761667522714e-01
6.036856044076208860e+01 3.091940923751939629e-01 4.834566169390301926e-01
4.841225100504033207e+01 7.899714568275658655e-01 6.450650676684880347e-01
5.576520874823675200e+01 3.429888498184162637e-01 8.154383122778178228e-01
5.174595855064189465e+01 4.744600799220644594e-01 7.232911400093574583e-01
5.868416234652165997e+01 4.420671243299534314e-01 5.324064373497702229e-01
4.899589792295094526e+01 8.132898530700907180e-01 5.870795321788380150e-01
5.685556196851519672e+01 8.667964499444570370e-01 3.271134700906735970e-01
4.965472220722109142e+01 8.149900560042153685e-01 3.740061950406835534e-01
5.528090369155221850e+01 4.812170111441544940e-01 5.810269042117133242e-01
4.823055934366813347e+01 4.600888417359904059e-01 7.243849409429778952e-01
6.278578192427257676e+01 6.005801757689728237e-01 4.317018099171697765e-01
5.274238778593968391e+01 4.568040222207706558e-01 7.090113753494802218e-01
5.509408047293909760e+01 5.074373071786514311e-01 5.859628209569547330e-01
5.393753620569066953e+01 5.953415170234831466e-01 6.052674184055814033e-01
4.567802391492887182e+01 5.460185154273141661e-01 7.037206149916701570e-01
3.904596400266286338e+01 9.704556152900734034e-01 7.908086832106593356e-01
6.524509975127691064e+01 4.009985130288154509e-01 2.987899728809076949e-01
5.062752886336543412e+01 5.258173569671158454e-01 6.145692693800238748e-01
6.851974348577729756e+01 6.320136427459447370e-01 3.156846840012497712e-01
4.110581331526647375e+01 8.467262550010001831e-01 8.198468939850777071e-01
5.070579413999115559e+01 6.652563520397437591e-01 5.589297913622527370e-01
5.153244311025081714e+01 5.524911806016876703e-01 5.262063727922581258e-01
5.201505600930443052e+01 6.005687052663724046e-01 6.901364219535744970e-01
3.903239968383519454e+01 9.438921105463833339e-01 8.648628750239382157e-01
3.820872357330772928e+01 9.446724034409567095e-01 8.621619287684366695e-01
6.056176875374996627e+01 3.744135737355618887e-01 6.426234301747243416e-01
5.763396102204517746e+01 3.350632651983144750e-01 7.801654282119234729e-01
4.778082273900646726e+01 5.435083257296688952e-01 8.855534270485273529e-01
4.002913946516557075e+01 8.606731003953955739e-01 6.602645954564394515e-01
4.705664264269420727e+01 9.933421962345575507e-01 5.918818208833430683e-01
6.502384885494483058e+01 3.270185726934702886e-01 5.541857131519901669e-01
7.985474209784530331e+01 1.432966423450584004e-01 3.911076571580392458e-01
5.617363403680186451e+01 5.048561521809845631e-01 3.672112741797617375e-01
5.813866146583664118e+01 4.945681128437989238e-01 6.752603013432105783e-01
5.527897936304392346e+01 6.968438550343080129e-01 4.205263072431958959e-01
4.174323279575997958e+01 7.389611961198796486e-01 9.009610491354583806e-01
4.289773945732801508e+01 7.100833147740247542e-01 7.857262045452207966e-01
5.183308816157907728e+01 5.898710163573303022e-01 6.256905887654721221e-01
4.606204564611631724e+01 6.979912770737746186e-01 8.242166481185496663e-01
4.821624005146654213e+01 8.029789625130573372e-01 4.928735538515964798e-01
7.186100058287684078e+01 1.631571534186958550e-01 3.206415082530980065e-01
4.303291919857517911e+01 9.027188277803986916e-01 5.942117432569694602e-01
6.027534013274723890e+01 5.147052496836111990e-01 7.365412105049877756e-01
4.193363138454590455e+01 8.757564668147089781e-01 8.600024551600891076e-01
5.364758815305883388e+01 4.995838274488280106e-01 7.901271567060754730e-01
5.164637174842441425e+01 7.532133640404153896e-01 6.527496726806355509e-01
4.439453009782661042e+01 6.139886188161457481e-01 9.170901067748037372e-01
6.146424257937878366e+01 7.295417363800018595e-01 3.577702329047208751e-01
5.287618299528197952e+01 5.488433098604037497e-01 5.652040566325862159e-01
4.905643137798999476e+01 6.102574579650360542e-01 7.848042519412654627e-01
6.309166139605575552e+01 3.603001262723609099e-01 5.870906625299057158e-01
6.282619362068206925e+01 4.221153820834029902e-01 4.638855819645026357e-01
5.325729328000578988e+01 8.011168973986407815e-01 4.799960105741659655e-01
5.004822314898466828e+01 4.718810636324438090e-01 8.436014262992833634e-01
4.204395049289824016e+01 7.582112712421327227e-01 7.766791887692037211e-01
4.100837327094819074e+01 8.112551812101330695e-01 9.367001867471272947e-01
5.851558576483257923e+01 4.388306115745134739e-01 6.907621839318369705e-01
5.355794671900434167e+01 4.896579138268800646e-01 6.706964407567990172e-01
3.375096586541031485e+01 9.695079412937840369e-01 8.578173500340497970e-01
6.506498998221685781e+01 2.787620932989248734e-01 5.222799326303646517e-01
6.282317974034975094e+01 5.537691514669940140e-01 6.621969534609187802e-01
