# m1 q z
1.041777064156862309e+01 9.695577927791615425e-01 1.080108052809981845e-01
9.590911690687679680e+00 9.354117289378978128e-01 2.393668378010968267e-01
1.045479030190018044e+01 8.278190383257412188e-01 2.120574555717231746e-01
1.467489663314090187e+01 4.432799244485070012e-01 2.000248751483600651e-01
1.278127777774002105e+01 5.838359766827746489e-01 1.766034868744632003e-01
1.241490027729254741e+01 5.931421726604749756e-01 2.024149790169967877e-01
1.501202309829156611e+01 4.368331593075067132e-01 1.708543801801320206e-01
1.445357630888557487e+01 5.258459776568464861e-01 1.071627535495711242e-01
1.260494430857523795e+01 5.975765655546207977e-01 1.734376319249179843e-01
1.012746330688981367e+01 7.462493670390354383e-01 2.895727926078755510e-01
1.375617403189025012e+01 4.978732507297419230e-01 1.995618085192636670e-01
1.156854427954194264e+01 6.914888251656128304e-01 1.980400182682942323e-01
1.045739360646743954e+01 7.412592256381145273e-01 2.807442756784887528e-01
1.391617282672213207e+01 4.886903184445087756e-01 1.926236756787985116e-01
1.331661304487947461e+01 5.560709080891356182e-01 1.584083269748118583e-01
1.440515463463168722e+01 4.359671108059305356e-01 2.355171743469202938e-01
1.179319534293242100e+01 8.109404811445978245e-01 9.134764800730506284e-02
1.588997208247343806e+01 3.818837475889684807e-01 1.864343689309636287e-01
1.089460949881862639e+01 7.695890188529301845e-01 1.881769098360009940e-01
9.502612048416311907e+00 9.867699197532414646e-01 2.215711714120309761e-01
1.205704778255880427e+01 6.950708819767793534e-01 1.447854606636315988e-01
2.294647982873031467e+01 2.261870398423752038e-01 1.196671206984703528e-01
1.428935984428606432e+01 5.218369850935451471e-01 1.176989154196757120e-01
1.128732101746208905e+01 7.076285933993217148e-01 2.138133140628944995e-01
1.484201378689508566e+01 4.832708794553650100e-01 1.254757770639766123e-01
1.032938757476593672e+01 7.607918592601367047e-01 2.780960737980114339e-01
1.091514199779363814e+01 8.034243286000206652e-01 1.724686680747617717e-01
1.356156754982955803e+01 5.310471575677931932e-01 1.635571499447023847e-01
9.868891891823663443e+00 9.971079616029385750e-01 1.691655150113028083e-01
9.814593583376025165e+00 8.506556302671174352e-01 2.746691698298510675e-01
1.293649824154637784e+01 5.975664433544249921e-01 1.455464220893295246e-01
1.120106546758586497e+01 7.581143670876253626e-01 1.739122546690225202e-01
1.152052761621398247e+01 6.292542067321287291e-01 2.661983448978397226e-01
1.336463990348824105e+01 4.771685372411273995e-01 2.520138852645727456e-01
1.159016410782803774e+01 7.117124794323883563e-01 1.759013760122528358e-01
1.363855308239567776e+01 5.715897314055149447e-01 1.220776799082461533e-01
1.076275415111416578e+01 8.835031214568861424e-01 1.228596166297220293e-01
1.032776481281299930e+01 8.459360565792041209e-01 1.989472921552163376e-01
9.796855913531322457e+00 9.560782652597654696e-01 2.019379691984515002e-01
1.543991183752737939e+01 3.803910120479319645e-01 2.375699650115390138e-01
1.512362327595755040e+01 4.483334190413609255e-01 1.588102721657436156e-01
