# m1 q z
2.065711949831935712e+01 6.991363140407003129e-01 2.275813093065425785e-01
2.666678145134686417e+01 3.684203454677558720e-01 3.103573963250428891e-01
2.801161328916900572e+01 3.936912468976508928e-01 3.280799871381326338e-01
2.643198127772574679e+01 3.813635542046635574e-01 2.916512990902293545e-01
2.215395021045401691e+01 6.868159946415539618e-01 1.863166488316792824e-01
2.887250869707838774e+01 3.239954250456284490e-01 3.242038421230692968e-01
2.028139102897203117e+01 8.149786214871659329e-01 1.690825179306585935e-01
2.635574743944190601e+01 4.379104689093994418e-01 2.338067151381890973e-01
2.836703763728542427e+01 3.779962717588476462e-01 2.777646396221919445e-01
2.090372960732869601e+01 6.367279317643165237e-01 2.806456039227155363e-01
2.343700000713336351e+01 5.410688517403139386e-01 2.518972926938407020e-01
2.225805896473349677e+01 5.709687278014896616e-01 2.677254849305297779e-01
2.641727571712056033e+01 4.117560226270869372e-01 2.916138578098831924e-01
2.230483969556256696e+01 5.491798616158326540e-01 3.752494065691022174e-01
2.164345468206049006e+01 6.716922490431896930e-01 2.276166439701925170e-01
2.563368611343368997e+01 5.133024071843330649e-01 1.838544566725870966e-01
2.318728496218615476e+01 4.441364344883473314e-01 3.657185061415870742e-01
2.353842810598448665e+01 4.321729408565332387e-01 4.147925305365802728e-01
1.751967082028660272e+01 8.557408189115599528e-01 3.426271404669631870e-01
2.644703071344467205e+01 4.715394144925473818e-01 2.326266742021982081e-01
2.637247359002667935e+01 4.152881546037816562e-01 2.519383599131295171e-01
2.220311470748966798e+01 5.083352932967091231e-01 3.569025757014034905e-01
2.617362933452228546e+01 4.335000802157922828e-01 2.174967522498050254e-01
3.005951254346090096e+01 4.018535143116022668e-01 1.864029996762981700e-01
2.293731571184212115e+01 4.812725702765536795e-01 3.059031766482091519e-01
2.345453049077378793e+01 5.418814936793689974e-01 2.335450535811440520e-01
2.262233927699269387e+01 5.181879985921323817e-01 3.444659568920632187e-01
2.497420129036630243e+01 4.589797317873599569e-01 2.570270986165173466e-01
3.340565186334503522e+01 2.690361773832209979e-01 2.831891841791329689e-01
2.045270264400276972e+01 6.032208519600956720e-01 2.745835318617612097e-01
2.194097210911386497e+01 5.767239247737440122e-01 3.117233390591298003e-01
2.190854486722994920e+01 5.264624843141466615e-01 3.998764643379177364e-01
2.571588036423046120e+01 4.278344551302882826e-01 2.641458925716221873e-01
2.686425629018346228e+01 4.343674608035716367e-01 2.167117384500918953e-01
2.034690161168240863e+01 6.494702592272503239e-01 3.301334542588107990e-01
2.492885181930189376e+01 4.871855257701151465e-01 2.417399495576223745e-01
2.959051014829688597e+01 3.122595233615559907e-01 3.118938336285312918e-01
2.705426143512030990e+01 4.240208260077987790e-01 2.099128035012278737e-01
1.792789766913696070e+01 7.307275365489582786e-01 4.220292129659110048e-01
2.325504062843824826e+01 6.686687709667903379e-01 1.833985149956890714e-01
