# m1 q z
3.854140406641218419e+01 7.429474810225239478e-01 5.552734738277900206e-01
3.807198283372636638e+01 7.242235511766588196e-01 6.495360728047316901e-01
5.402695321441105847e+01 5.176970688905723206e-01 4.530685130366765012e-01
4.947137104234315075e+01 4.664227197369009703e-01 3.515829981246522684e-01
3.861151807611981468e+01 9.316653969262266299e-01 3.132689958960448995e-01
4.026559008597823919e+01 9.690022912579225878e-01 4.742652820393006285e-01
3.561588522352703023e+01 9.624741140690543650e-01 5.889964820153265057e-01
4.526780420054818421e+01 5.383824421652076975e-01 4.209197001475363242e-01
3.827562002517040440e+01 9.036463211677108198e-01 5.706719896042763418e-01
3.924424925500433403e+01 7.164998439169365518e-01 4.173982625104371014e-01
4.660306856958037258e+01 6.920132200899762331e-01 4.103267137071833770e-01
4.611031014175971166e+01 6.144667394939198335e-01 4.707388924630241389e-01
4.336214578657009611e+01 8.887382881471646012e-01 2.902124387533636662e-01
5.090481654183646754e+01 6.465715508617172480e-01 4.268113119072111106e-01
3.764360588087625814e+01 7.209297420835868442e-01 5.378360297456670214e-01
4.492105275851639590e+01 4.674816711672314939e-01 4.400840119525686323e-01
4.588703982422656225e+01 7.128954286000102059e-01 4.466310492125958320e-01
4.197068203456677793e+01 6.093220212121943646e-01 6.976506167404613601e-01
4.949068015962797773e+01 5.204514352931426391e-01 3.654192006896037626e-01
4.138851099424548607e+01 9.528743225693218077e-01 2.695681976683598213e-01
3.629159287298491421e+01 7.636993630828928792e-01 6.799867648454406277e-01
4.082560716066314654e+01 6.753607620976415093e-01 6.048471909642689770e-01
3.485410664641609912e+01 9.354019096115647747e-01 5.762368128242091325e-01
4.709441859781088624e+01 7.446875797780787565e-01 4.061838188047498521e-01
3.982645246602793776e+01 8.343179784206841143e-01 5.457582713150299636e-01
5.338866624672729699e+01 6.626876754606538800e-01 2.808229606756529328e-01
3.893685155060163083e+01 8.554791638996791514e-01 5.467083041029833224e-01
5.091874190118022625e+01 7.333705788383587665e-01 3.082131907795137571e-01
4.651894115017242370e+01 8.076782090777625545e-01 3.458353688721751418e-01
4.055951077531109661e+01 9.102256890442675941e-01 3.789302414691103071e-01
3.720061423548288815e+01 8.350437004398522101e-01 5.003322155690171913e-01
4.091236908988079080e+01 6.795395109955492119e-01 5.079700800095958702e-01
4.573236954530975140e+01 6.197607818150585590e-01 5.024041278020142665e-01
4.529029467843704282e+01 5.298425020521719819e-01 5.031572794353107447e-01
5.016174773717224156e+01 6.698669980707445681e-01 4.301820771483697570e-01
4.407023148695253667e+01 9.251174919805263963e-01 1.861260929920073026e-01
4.216346100678605069e+01 8.591083567506748730e-01 3.970670650169349503e-01
5.522960755580009362e+01 7.669670677009774451e-01 1.939264524841649850e-01
4.939899253271551061e+01 4.048809259614817302e-01 4.612715972626530436e-01
5.175732765382726797e+01 8.026546761434228960e-01 1.923895608697192561e-01
4.467227155914439152e+01 8.883778906339322434e-01 3.862510375138120677e-01
3.616162829348982655e+01 8.363352996079979063e-01 4.793913972383002653e-01
5.036963254616877350e+01 9.052726416435110668e-01 3.398948332677487749e-01
4.392678475685706729e+01 9.497718608129160911e-01 3.556362691122695874e-01
5.257682203034797652e+01 5.318934788412187364e-01 4.004828235982522133e-01
4.266463141915669866e+01 6.928387845072430107e-01 4.749159589575124851e-01
4.217529834661434052e+01 8.936002948341563723e-01 3.679439448605553720e-01
4.526788308895987711e+01 8.862894481781368183e-01 2.588225594478054115e-01
3.500188228351896669e+01 9.761292315067713332e-01 6.342200976896404940e-01
4.333733007864352516e+01 8.536019869883822997e-01 3.489213251241704006e-01
4.634133220038961554e+01 8.920760818031748807e-01 5.757928993803440587e-01
4.347283175630916219e+01 9.122958311020854527e-01 4.233101645679557268e-01
5.309731488827539181e+01 5.143775261009462252e-01 3.677915189030857013e-01
3.998594835242854373e+01 6.440019660185329897e-01 6.013187367936784211e-01
4.578972205304715004e+01 4.817951951037873770e-01 6.054609018237719908e-01
4.735222342688114594e+01 4.215390750049579083e-01 5.095336559789968023e-01
4.318427926480797652e+01 9.729275439399678316e-01 3.080484546476007779e-01
3.422892793787576693e+01 9.364266134750929282e-01 6.916986947640256789e-01
4.072224211519545634e+01 7.255872509040242058e-01 4.087384020292401110e-01
3.764113507189248509e+01 8.492642868407186407e-01 6.032787077999250958e-01
4.842899767105964770e+01 8.718150258047377976e-01 2.747858409616336650e-01
3.468834285928637939e+01 8.369087300792334982e-01 8.091426705132263031e-01
3.741623282731797673e+01 9.467310889607799540e-01 4.455563367973938704e-01
4.096526010843389543e+01 7.217130693099071959e-01 4.450452002301587551e-01
4.267551977862993340e+01 5.817655510706017941e-01 6.397023983423970606e-01
4.599215026496386116e+01 5.963375631832885659e-01 6.139911435597121825e-01
3.500684911848065184e+01 9.879823760954588030e-01 4.954083804919491296e-01
5.021933107886541592e+01 5.428444706906827566e-01 3.918611770833993480e-01
4.018654665783275703e+01 9.515665724718683771e-01 4.673612299738631459e-01
4.133474817896301801e+01 7.033506800153130900e-01 4.526226713150404701e-01
4.211361367627262808e+01 9.707407943288189900e-01 4.001840027371706410e-01
4.758507235850000683e+01 7.400591290038053272e-01 3.807437254696089401e-01
4.453517707443359086e+01 8.639619660360214892e-01 3.118105979103915071e-01
3.937505450766833093e+01 9.082787721795345659e-01 5.746708877744642896e-01
3.646553054551240791e+01 9.152173955696489838e-01 5.961882461895068319e-01
3.896858493206224239e+01 9.299779262129445057e-01 4.475225801113276169e-01
4.162710767398951361e+01 7.852027738655559252e-01 3.302884654168416478e-01
3.988618210389358865e+01 8.370757878779403471e-01 4.658232371982655162e-01
3.670728616165345670e+01 9.655078804947796467e-01 6.530055512033836607e-01
5.770997038195795170e+01 5.755039129226835470e-01 3.405916577882328600e-01
4.098996078126053533e+01 9.218341767604845138e-01 3.528908226002699378e-01
4.590662163570735288e+01 8.494927669559110273e-01 3.659543194222877882e-01
