# m1 q z
4.145887635548300665e+01 9.246228543074386241e-01 8.158589541780832954e-01
5.418488602759334327e+01 6.560204176673082310e-01 4.358921266678664752e-01
4.813596643131912600e+01 6.616968637261597674e-01 7.708918432335003512e-01
5.238105126636084208e+01 6.623625065946842083e-01 7.605864130770874088e-01
4.370331354097758236e+01 7.744395716693521781e-01 8.229759531583621390e-01
6.712751209773379912e+01 2.502289482655745689e-01 5.690186161352586147e-01
4.368324277154638935e+01 8.105138910925223650e-01 9.908939604747265539e-01
4.008382524093082822e+01 7.990283242064296632e-01 9.556579179068537266e-01
3.753059338314533022e+01 8.113857696613319126e-01 1.009627058630507612e+00
4.840331883746264907e+01 7.539708125911185332e-01 7.310537108442933807e-01
5.248794635246667895e+01 5.817413547347441982e-01 8.558937167988334149e-01
5.474829971261987538e+01 4.056072045612152954e-01 4.938667690090542406e-01
4.734899548021890325e+01 8.808088434008085610e-01 6.327126451652559380e-01
5.274863406671319410e+01 5.961578989136859796e-01 5.773061082780072129e-01
4.083600040878480542e+01 8.039092897952911931e-01 8.626086519328237667e-01
4.605225019118482521e+01 8.156930844518173185e-01 6.676084810589221208e-01
5.021072200668130847e+01 6.988623591535588764e-01 1.120409995046690144e+00
5.739567832566237371e+01 5.170885756656606880e-01 6.931358042257392826e-01
5.728733638209799039e+01 7.472683956246659598e-01 4.930148527612362441e-01
3.976954151894079104e+01 9.783441828288023112e-01 6.831869933675188689e-01
4.877523550258931095e+01 8.700454822694477786e-01 6.801871196339841497e-01
5.024517269590834445e+01 9.213129378381975654e-01 4.744342363692268805e-01
4.638010167675201956e+01 8.766987022990716527e-01 6.134366487954731051e-01
5.132252119342798125e+01 9.339476272267306367e-01 4.508100639833222956e-01
4.991643972125163486e+01 8.598291143419307669e-01 6.713051810974504097e-01
4.628302813958455886e+01 7.314266230708557082e-01 8.320827134017296789e-01
4.929748132499177160e+01 8.677893724592121716e-01 7.332128049456028140e-01
4.520304105956520857e+01 8.601204448725040530e-01 7.909045606309295096e-01
4.970839093917447826e+01 5.236789832171196979e-01 7.811883733888380643e-01
5.757772625688737378e+01 6.214290037031150460e-01 6.667962208741430308e-01
5.430055476132759651e+01 6.902406262001142823e-01 7.521346176728140875e-01
4.317875782006301222e+01 8.642573896284272417e-01 4.994552389859533426e-01
4.478049818591511411e+01 9.934696408480861995e-01 5.781380374417783852e-01
4.757632331393665481e+01 7.334476983069648792e-01 9.159133578917554308e-01
5.270142215165086697e+01 5.800564259315664772e-01 7.594540196288880329e-01
4.875027333593379097e+01 6.237452997220330753e-01 9.994167832026054077e-01
4.255731144097227769e+01 7.888187136164011015e-01 8.595795234266325746e-01
4.840611306056362650e+01 5.675367796118189201e-01 7.921766947658140934e-01
3.998681293836416017e+01 8.205578089584112389e-01 9.006266344568755189e-01
5.367214915452375834e+01 9.259248578211731751e-01 4.486903367857036362e-01
4.421948553189244535e+01 9.774377110663972079e-01 6.885964560480232199e-01
4.854249308534424046e+01 9.784430813391145065e-01 6.507578975040255731e-01
5.872431647541637290e+01 5.517804880615700958e-01 6.016427211788240026e-01
6.003723695614890943e+01 4.883304257411665850e-01 7.065573257236007487e-01
5.384936182807035010e+01 6.228854714251905733e-01 6.542875241908029382e-01
5.510715130721669652e+01 8.658488222720318594e-01 5.358650969809953812e-01
6.781799492271323970e+01 6.024452682959244854e-01 3.341415783755499747e-01
5.639545601428757493e+01 5.979754416685603147e-01 5.901107987953556622e-01
4.881993576283294800e+01 9.560999236513989530e-01 4.822181706304975446e-01
4.880966704026005232e+01 6.653349349049086925e-01 7.860034673654232584e-01
6.026719810647321651e+01 3.396955281416679795e-01 5.557836881384335959e-01
4.386197794961006480e+01 5.341763349512173020e-01 8.089664926901278807e-01
5.067349287688455917e+01 6.333967716717903151e-01 7.258980130630628969e-01
5.753295178686622791e+01 4.887154379360874601e-01 6.030167069642385913e-01
4.611540086606418498e+01 7.364578157694987581e-01 6.400349867152491656e-01
5.381403139849147266e+01 5.002673569878366422e-01 6.309976937605470404e-01
4.305530891156693230e+01 8.824450839579907058e-01 9.492092414591791760e-01
4.577825613665448401e+01 9.266331302735715258e-01 6.068481442016548932e-01
5.570841224472189168e+01 6.688753839888775810e-01 6.004106620673017591e-01
4.525249684289612873e+01 7.874744834172394681e-01 8.167021406597507749e-01
4.857746326160145145e+01 9.432574691208240880e-01 5.119048229825083896e-01
4.847555549806084230e+01 7.952182581534956718e-01 5.712365621222434964e-01
5.139439747035081751e+01 7.367287956856211073e-01 5.011526952213606334e-01
5.042141527616742280e+01 8.622172379421374488e-01 3.340659033984449966e-01
5.187972028450255380e+01 6.869578210823485964e-01 5.692217230820807439e-01
5.153252782903365414e+01 6.166568159843647257e-01 8.870261628886858540e-01
4.438258458903003856e+01 9.762115228067925754e-01 5.271262518832994237e-01
5.447776407883352334e+01 8.002974037517815997e-01 5.944175028750535716e-01
4.250087144236601233e+01 9.781099670453733408e-01 6.787804002973353290e-01
4.522303265353657764e+01 8.190411325094438810e-01 7.964043323633560600e-01
5.032828809305084405e+01 7.090022859693247970e-01 6.802364318044989977e-01
4.850423479600117105e+01 7.272811022424170435e-01 8.391145881267372264e-01
4.649534769580627369e+01 9.038229512650488573e-01 7.119546792777219357e-01
7.195566427575914759e+01 4.733021780645919607e-01 4.032000109890774842e-01
4.746171402892196056e+01 6.544041657694344982e-01 9.622387204338912481e-01
4.472756423559590644e+01 9.461482490179755622e-01 8.604863311045478635e-01
4.704768206907008476e+01 7.217272729190247205e-01 7.823836464822959691e-01
4.092769767890952437e+01 9.153740777001359019e-01 8.873710272995143367e-01
5.136672871195720802e+01 7.434371347169081989e-01 7.343604440518132215e-01
4.059335640258096589e+01 9.026177718317748289e-01 7.285888577563578439e-01
4.375425169035986528e+01 9.017766005363595516e-01 7.896486826261698289e-01
6.145686911305659095e+01 4.712088060619997187e-01 4.959914837093045703e-01
4.696684745646410164e+01 7.442656412320799442e-01 6.779006346079651246e-01
5.120197650348649887e+01 8.818326877859394841e-01 5.039364052833205099e-01
4.166132045092232516e+01 9.862523905358390186e-01 5.173872018688119301e-01
4.925920890702893473e+01 6.038206348696046888e-01 8.141142957331616303e-01
4.589499869539723420e+01 8.707279439388051490e-01 7.934277267884067841e-01
5.703286604584798170e+01 7.852907779858901982e-01 4.860170502110596757e-01
5.278394409586046265e+01 7.796010982386477606e-01 6.051944181420112479e-01
6.221522367436358536e+01 3.635792368322601220e-01 5.772573642176971331e-01
4.691980166326208490e+01 8.384725744480922005e-01 6.806917659117974750e-01
4.193578333875234421e+01 8.694169966909907066e-01 9.804309948572483835e-01
5.339637622958478858e+01 5.787209849861513211e-01 7.033561909062217010e-01
5.839174910613854053e+01 3.992862421143858476e-01 6.050171916669109251e-01
4.732313912770625564e+01 8.998843365465359900e-01 6.786324618179548906e-01
5.364367252650696827e+01 5.251448027817173791e-01 6.827893546415799708e-01
5.111075424067762185e+01 6.372519447045997820e-01 7.191496795771278316e-01
4.824684974363922407e+01 6.429825654687103542e-01 6.725136787278425121e-01
4.028399307698250453e+01 9.620602404301455968e-01 9.088087090879628516e-01
5.301304367424945241e+01 6.812456237475363885e-01 4.613204535422414376e-01
5.179455299340781949e+01 5.918547050205494875e-01 7.932683433384188909e-01
4.132759654104904001e+01 8.047172139846711092e-01 8.703603832047254185e-01
4.380659775984621973e+01 8.668669328026130660e-01 9.449350284818160972e-01
5.018864890914594667e+01 7.538190021576481881e-01 6.427924042797046322e-01
3.813244114588818690e+01 9.422753603510277687e-01 9.201459374034421934e-01
4.687161576643176630e+01 8.393337481322751259e-01 7.365430629643683336e-01
